Title,Title_link,Thumbnail,price,oldPrice,discount,product_flag,product_flag1,rating,number of reviews,description,specifiations,model number,category,Brand,affected_area_category,affected_area_subcategory,product_category,possible_skin_conditions,score
Pro-V Milky Damage Repair Conditioner Repairs Damaged Hair 360ml,https://www.noon.com/saudi-en/pro-v-milky-damage-repair-conditioner-repairs-damaged-hair-360ml/N11265596A/p/?o=bc3a7c07e253123a,https://f.nooncdn.com/p/pnsku/N11265596A/45/_/1714070326/9fcdebd1-4a99-4368-a47b-bb17e8bcd04f.jpg?format=jpg&amp;width=240,SAR 14.95,25.80,42% Off,,,4.3,63,"HighlightsHELPS REPAIR DAMAGED HAIR: Pantene Pro-V Milky Damage Repair Conditioner provides conditioning benefits to your hair while also helping repair the hair damage.NOURISHES AND LOCKS IN MOISTURE: Made with delicate milky lotion, this damage repair conditioner locks in moisture inside hair to provide deep nourishment and healthy-looking hair.PROTECTS AND STRENGTHENS YOUR HAIR: Pantene pro-v’s unique formula is designed to visibly strengthen your hair by protecting and strengthening each hair strand against styling damage.HOW TO USE: Apply Pantene Conditioner to damp hair after shampooing, rinse off after 2 minutes.ALSO TRY THE PANTENE OIL REPLACEMENT LEAVE-ON CREAM: For ultimate damage protection and styling assistance, also try Pantene Pro-V Milky Damage Repair Oil Replacement Leave-On Cream.OverviewLet’s admit it – we all love expressing our personal style and creativity through hair styling. But often, these hair styling procedures require our hair to go through drying and heating tools, which can eventually take a toll on its health. Luckily, you can reduce styling-induced damage with Pantene Pro-V Milky Damage Repair Conditioner. Its effective pro-vitamins formula heals and repairs hair from styling damage by penetrating deep into your hair shaft. Enriched with a milky lotion, it locks in moisture inside hair to provide deep nourishment. Experience beautifully conditioned and moisturized hair with Pantene Milky Damage Repair Conditioner. Also try Pantene’s Pro-V Milky Damage Repair Oil Replacement Cream to experience the ultimate damage protection and styling assistance. Shop the entire range of Pantene’s Milky Damage Repair products – 1) Shampoo 2) Conditioner 3) Oil Replacement Leave-On Cream 4) Nourishing Mask 5) 3-Minute Miracle Conditioner. Also explore Pantene’s other hair care collections to address specific hair concerns – 1) Goodbye Frizz 2) Anti-Hair Fall 3) Milky Damage Repair 4) Smooth and Silky 5) Daily Care, and more.",SpecificationsSize360 mlDepartmentWomenTarget Hair TypeAll Hair TypesFormationLiquidHair ConcernDry & DamagedShelf Life3 yearModel NameN11265596A_pantene,,Hair & Scalp Treatments,Pantene,['Hair & Scalp'],[],Conditioner,"Hair loss,Dry scalp",4.229441541679836
Protein and Keratin Shampoo and Conditioner 500 ml,https://www.noon.com/saudi-en/protein-and-keratin-shampoo-and-conditioner-500-ml/Z14786A6F4D31CAF27518Z/p/?o=z14786a6f4d31caf27518z-1,https://f.nooncdn.com/p/pzsku/Z14786A6F4D31CAF27518Z/45/_/1694853367/6828872c-aefe-44b6-a594-e563869919af.jpg?format=jpg&amp;width=240,SAR 60,70,14% Off,,,4.7,12,"OverviewOplus collection is a great collection for dry and brittle hair.
  Contains 500ml shampoo and conditioner which all contain a blend of 100% natural oils, including Moroccan Argan Oil, Sweet Almond Oil, Coconut Oil and Macadamia Oil.
  These oils nourish, moisturize and protect the hair from damage.
  The set is gentle on the hair and does not leave any residue. It is suitable for daily use.
Additionally, the Oplus range is sulfate- and paraben-free, making it a great choice for people who have sensitive hair or are looking for a more natural range. It is also suitable for hair treated with protein and keratin, as it does not remove these ingredients from the hair, but rather preserves them and enhances their effectiveness.",SpecificationsSize500 mlDepartmentUnisexTarget Hair TypeAll Hair TypesUV ProtectionHigh SPFHair ConcernDry & DamagedHair Treatment TypeVolume & TextureShelf Life2 year,,Shampoos & Conditioners,Oplus,['Hair & Scalp'],[],Shampoo,"Dry scalp,Hair loss",3.6324746787307687
Aloe Vera Strengthening Hair Ampoules 15ml,https://www.noon.com/saudi-en/aloe-vera-strengthening-hair-ampoules-15ml/N13346103A/p/?o=e4abedc81471806f,https://f.nooncdn.com/p/v1652767615/N13346103A_1.jpg?format=jpg&amp;width=240,SAR 34.95,,,,,4.3,94,"HighlightsReduces split ends and makes hair sleek and manageableEffectively adds shine to dull colored hairPackaging may varyOverviewAnti hair-fall formula for normal hair. Offers deep intensive treatment that nourishes the scalp and fortifies the roots. Aloe Eva Aloe Vera Strengthening Hair Ampoules nourishes and strengthens hair from root to tip. It rebuilds damaged hair, promotes healthy growth and increases hair volume.",SpecificationsSize15 mlDepartmentUnisexWhat's In The Box4x AmpoulesTarget Hair TypeNormal HairModel NameAloe Vera Strengthening Hair Ampoules,,Hair & Scalp Treatments,Aloe Eva,['Hair & Scalp'],[],Treatment,Hair loss,4.42693844580027
Q8 Golden argan smooth conditioner 700 ml,https://www.noon.com/saudi-en/q8-golden-argan-smooth-conditioner-700-ml/ZF1729A612D390E6C5612Z/p/?o=zf1729a612d390e6c5612z-1,https://f.nooncdn.com/p/pzsku/ZF1729A612D390E6C5612Z/45/_/1660216147/0f962186-05ad-413b-9c5a-4c761419ccb2.jpg?format=jpg&amp;width=240,SAR 67,85,21% Off,,,3.4,5,,SpecificationsSize700 mlDepartmentUnisex,,Shampoos & Conditioners,Q8,['Hair & Scalp'],[],Conditioner,"Dry scalp,Dandruff,Seborrheic dermatitis",2.5958797346140274
Olia No Ammonia 60% Oil-Rich Permanent Hair Color 2.0 Black 50g 50g 12ml,https://www.noon.com/saudi-en/olia-no-ammonia-60-oil-rich-permanent-hair-color-2-0-black-50g-50g-12ml/N38575893A/p/?o=a0932b362c9b0ffe,https://f.nooncdn.com/p/v1625549488/N38575893A_1.jpg?format=jpg&amp;width=240,SAR 33.90,34,,,,4.6,42,"Highlights60% Oil PoweredNo Ammonia for a pleasant smellExceptional colorVisibly improves hair qualityIntense, long-lasting colorOil Powered Permanent Hair Dye: Olia is an ammonia free hair color kit for brilliant color and visibly healthier looking hair; Using an exclusive 60 percent oil blend with natural flower oils, Olia has a unique no drip cream formulaAmmonia Free Hair Color: Olia transforms coloring your hair into a new sensorial experience; Because Olia hair dye is ammonia free there is no harsh ammonia smellGarnier Hair Color: For hair nourishing, easy to use permanent hair dye, temporary hair color, root touch up, or to enhance your natural hair color, turn to Garnier hair colorOlia Hair Dye: Olia offers 34 shades to meet your color needs; From our blonde hair dyes to our rose gold hair dyes, Olia has the right shade for youInspired By Nature: Garnier carries an array of products for your hair and skin care needs, from shampoos, color care and styling products to formulas that cleanse, moisturize and repair skinOverviewOlia by Garnier Naturally is our first Oil powered and Ammonia free hair color at home!Experience an exceptional color and a visible improvement of hair quality in a variety of shades.*Choosing your perfect shade:Hair colour result will vary depending on your natural colour. If you are deciding between 2 shades, we recommend to always choose the lightest.*The Colour Result:On grey hair, colour will appear lighter than on non-grey hairTest for allergies 48 hours before useSafety Information
IMPORTANT: Haircolor can cause an allergic reaction. Do not use if you've already had a reaction to a haircolor product or if scalp is sensitive, itchy or damaged. Tattoos may increase risk of an allergic reaction. Do skin allergy test 48 hours before each use of this product. Don't use over compound henna or progressive color. Wait at least 14 days after bleach, relaxing or perm before use. Don't use on children. This is a safety summary. Read all labeling and instructions completely.

Ingredients
DEVELOPER: 1071397 AQUA/WATER/EAU, PARAFFINUM LIQUIDUM/MINERAL OIL/HUILE MINERALE, CETEARYL ALCOHOL, HYDROGEN PEROXIDE, STEARETH-20, PEG-4 RAPESEEDAMIDE, GLYCERIN, POLYQUATERNIUM-6, HEXADIMETHRINE CHLORIDE, TOCOPHEROL, PENTASODIUM PENTETATE, SODIUM STANNATE, TETRASODIUM PYROPHOSPHATE, PHOSPHORIC ACID. F.I.L.# D42424/9 AFTER COLOR CONDITIONER: 1119728 A AQUA/WATER/EAU, CETEARYL ALCOHOL, BEHENTRIMONIUM CHLORIDE, CETYL ESTERS, TOCOPHEROL, TRIDECETH-6, CHLORHEXIDINE DIGLUCONATE, HELIANTHUS ANNUUS SEED OIL/SUNFLOWER SEED OIL, CAMELLIA OLEIFERA SEED OIL, AMODIMETHICONE, ISOPROPYL ALCOHOL, PARFUM/FRAGRANCE, CITRIC ACID, CETRIMONIUM CHLORIDE. F.I.L.# D180530/1 US PATENTS: 7,223,385; 7,485,289 COLORANT: 1173477 A PARAFFINUM LIQUIDUM/MINERAL OIL/HUILE MINERALE, AQUA/WATER/EAU, ETHANOLAMINE, TOLUENE-2,5-DIAMINE, DECYL GLUCOSIDE, SODIUM LAURYL SULFATE, RESORCINOL, PEG-40 HYDROGENATED CASTOR OIL, PARFUM/FRAGRANCE, DISODIUM COCOAMPHODIACETATE, M-AMINOPHENOL, 2,4-DIAMINOPHENOXYETHANOL HCL, N,N-BIS(2-HYDROXYETHYL)-P-PHENYLENEDIAMINE SULFATE, HYDROXYPROPYL GUAR, SODIUM METABISULFITE, EDTA, HYDROXYBENZOMORPHOLINE, ASCORBIC ACID, HELIANTHUS ANNUUS SEED OIL/SUNFLOWER SEED OIL, LIMNANTHES ALBA SEED OIL/MEADOWFOAM SEED OIL, PASSIFLORA INCARNATA/PASSIFLORA INCARNATA SEED OIL, CAMELLIA OLEIFERA SEED OIL, THIOGLYCERIN. F.I.L.# D177607/1 US PATENTS: 7,060,107; 7,988,737; 7,988,738; 8,066,781; 8,114,170; 7,494,513 US PAT PENDING

Directions
READ AND FOLLOW THE INSERT. Store between 50 Degree and 80 Degree F. Questions? Speak to an Olia consultant toll-free at 1-800-4GARNIER (1-800-442-7643).",SpecificationsColour Name2.0 BlackSize50g 50g 12ml DepartmentWomenTarget Hair TypeAll Hair TypesModel Number3610340641169Model Name3610340641169,Model Number : 3610340641169,Hair Color,,['Hair & Scalp'],[],Hair Color,,4.180600057846781
3Pcs Hair Wax Stick Set Strong and Long-Lasting Hold for Hair Non-Greasy Styling Hair Pomade Stick for Flyaways Edge Frizz Hair to Make Hair Look Neat and Tidy for Unisex,https://www.noon.com/saudi-en/3pcs-hair-wax-stick-set-strong-and-long-lasting-hold-for-hair-non-greasy-styling-hair-pomade-stick-for-flyaways-edge-frizz-hair-to-make-hair-look-neat-and-tidy-for-unisex/Z9323F9EE04C3ABA68578Z/p/?o=z9323f9ee04c3aba68578z-1,https://f.nooncdn.com/p/pzsku/Z9323F9EE04C3ABA68578Z/45/_/1714976304/12f004c4-ef37-401e-ace2-e5574776a451.jpg?format=jpg&amp;width=240,SAR 39.20,50,21% Off,,,,,"HighlightsFast Styling: This hair wax contains high quality ingredients that are super easy to apply to hair without stickiness, while setting style quickly and effectively for a naturally voluminous look.Natural fluffy: This hair wax is non-frizz, non-hardening, non-greasy, non-flake-free, smooths hair, enhances shine, moderately soft and hard, retains hair strands and layers, and keeps it in its best condition throughout the day.Scented: This hair wax is made of natural botanical ingredients, which are naturally safe and non-irritating, leaving your hair smooth after use. With a natural fragrance, no irritating odor, it will increase masculinity in any occasionLong-lasting hold: After using this product, it gives your hair a matte finish and strong hold, which can keep your hairstyle from deforming and collapsing for a long time, and you don't have to worry about the wind messing up your hair again.Easy-to-clean: The wax is water-soluble and can be easily washed off after a day of styling. There is no need to wash repeatedly with water, it will not clog pores, and there will be no harmful residues, saving time and effort.Portable: This product has a lightweight design and can be put into a bag or pocket at will, and can be taken out and used anytime, anywhere, maintaining an elegant and sophisticated look.OverviewProduct Description:
Product Name: Hair Wax Stick
Net Weight: 75G
Feature: Strong Hold, Matte Finish, Non-greasy, Water based, Easy to Apply
Package Content: Hair Wax Stick*1
Shelf Year: 3 Years
Note: The production date and expiration date of the product are on the bottom of the product.

Safety Warning:
1. Those who are allergic to this product are forbidden;
2. It is forbidden for those with broken skin;
3. This product is for external use, do not take orally;
4. Please keep away from children;
5. In case of adverse reactions: skin redness, rash, blisters, etc. should stop using this product;
6. Sealed and stored in a ventilated and dry place.",SpecificationsMaterialWaxSize75 DepartmentUnisexTarget Hair TypeAll Hair TypesFormationWaxShelf Life3 year,,Hair Color,IKT,['Hair & Scalp'],[],Other,Oily scalp,4.0
"L'Oréal Paris Elvive Total Repair 5 Conditioner, 360 ml",https://www.noon.com/saudi-en/l-or-al-paris-elvive-total-repair-5-conditioner-360-ml/Z9C314AD1B85A235393D1Z/p/?o=z9c314ad1b85a235393d1z-1,https://f.nooncdn.com/p/pzsku/Z9C314AD1B85A235393D1Z/45/_/1698777086/884ab7ef-7f2d-46b2-adc6-2f89eb6c82c2.jpg?format=jpg&amp;width=240,SAR 26.55,,,,,5.0,5,"HighlightsSulfate Free ConditionerSuitable for ALL hair typesHelps restore 5 visible Signs of Replenished Hair: Stronger, Smoother, Shinier, Thicker, Repaired ends.OverviewL'Oréal Paris Elvive Total Repair 5 Conditioner, 360 ml

For damaged hair, the repairing conditioner is the secret for total reparation of the 5 signs of damaged hair with omegas and ceramide, to reinforce the hair structure and transform the hair surface.

Nourish your Hair from the root to the tip with the L'Oréal Paris Elvive Total Repair 5 Advanced Repairing Conditioner. 

It helps fight against the five visible signs of damaged hair, including split ends, dullness, hair fall, dryness, and roughness, without weighing it down. 

The L'Oréal Paris Elvive Total Repair 5 Conditioner ensures cohesion and strength with the Ceramide-cement technology.

It helps create a barrier on both the skin and hair by sealing in moisture and sealing out impurities, replicating the hair's natural cement.

Perfect for Giving Extra Care to Damaged Hair

The L'Oréal Paris Elvive Total Repair 5 Conditioner consists of Keratin that helps in protecting, strengthening, and repairing each strand. It leaves the hair with a soft and silky appearance. In addition, the citric acid gently lifts off dead skin cells with effective cleansing of the scalp.

Provides Complete Care While Repairing It

The L'Oréal Paris Elvive Advanced Total Repair 5 Conditioner helps restore your hair's vitality and strength by letting you flaunt the supple locks. It helps in the easy detangling of the hair, leaving it loose and weightless.

How to use:
• Apply on wet hair, massage gently the entire scalp then rinse.",SpecificationsColour NameWhiteSize360 mlDepartmentUnisexTarget Hair TypeAll Hair TypesFormationLiquidModel Number3610340667251Model NameConditioner-1,Model Number : 3610340667251,Shampoos & Conditioners,,['Hair & Scalp'],[],Conditioner,"Dry scalp,Hair loss",3.3958797346140273
Coil Calm Hair Detangler,https://www.noon.com/saudi-en/coil-calm-hair-detangler/N33355592A/p/?o=b1b48c6e700b259a,https://f.nooncdn.com/p/v1667197635/N33355592A_1.jpg?format=jpg&amp;width=240,SAR 31.30,59,46% Off,,,4.3,50,"HighlightsCoil calm detangler softens and conditions hair for easy, tangle-free styling.Adds slip for soft, tangle-free hair to make styling easy and painlessMade with pure shea butter to infuse shine and moisture in secondsContains natural protective ingredients to keep the hair smooth and nourishedIncreases water retention thus providing a long lasting moisture sensation",SpecificationsSize8 DepartmentUnisexTarget Hair TypeAll Hair TypesModel Number07534-12/3EU,Model Number : 07534-12/3EU,Hair & Scalp Treatments,Cantu,['Hair & Scalp'],[],Treatment,"Dry scalp,Hair loss",4.1159128163621626
Frizz Be Gone Leave In Conditioning And Styling Elixir 118ml,https://www.noon.com/saudi-en/frizz-be-gone-leave-in-conditioning-and-styling-elixir-118ml/N53386903A/p/?o=cf4f67537a9924ed,https://f.nooncdn.com/p/v1677126749/N53386903A_1.jpg?format=jpg&amp;width=240,SAR 37,60,38% Off,,,4.1,8,"HighlightsMoisturizing hair care: Giovanni eco chic frizz be gone leave-in conditioning and styling elixir improves hair elasticity, silkens tresses, and defines styleFrizz free care: Giovanni eco chic frizz be gone reduces frizz and flyaways while taming unmanageable hair. Simply distribute evenly through damp hair and comb out or style as desired for frizz free hair that expresses smoothnessColor safe cleanser: Giovanni's eco chic frizz be gone leave-in conditioner is 100% color-safe, cleansing and nourishing hair with vitamins and antioxidants without stripping color",SpecificationsSize118 mlDepartmentUnisexModel NameGiovanni,,Hair & Scalp Treatments,Giovanni,['Hair & Scalp'],[],Treatment,"Dry scalp,Hair loss",3.14861228866811
Golden Oasis Daily Care Shampoo 400ML And Conditioner 400 ML After Protein And Keratin,https://www.noon.com/saudi-en/golden-oasis-daily-care-shampoo-400ml-and-conditioner-400-ml-after-protein-and-keratin/Z2ED70551D102A677CFB2Z/p/?o=z2ed70551d102a677cfb2z-1,https://f.nooncdn.com/p/pzsku/Z2ED70551D102A677CFB2Z/45/_/1650315090/96eef361-7040-4da2-877f-3e524df82b7e.jpg?format=jpg&amp;width=240,SAR 68,80,15% Off,,,4.5,29,OverviewGolden Oasis Daily Care Shampoo and Conditioner After Protein and Keratin 400 ml,SpecificationsMaterialCombinationProduct Weight2 gSize400 mlDepartmentUnisexWhat's In The Boxshampoo and conditionerTarget Skin TypeAll Skin TypesTarget Hair TypeAll Hair TypesUV ProtectionHigh SPFFormationBalmSkin ConcernCombinationHair ConcernColour ProtectionHair Treatment TypeGloss & ShineModel Number6943216570353Model NameGolden Oasis,Model Number : 6943216570353,Shampoos & Conditioners,Golden Oasis,['Hair & Scalp'],[],Shampoo,"Dry scalp,Oily scalp",3.950598690831078
Excellence Ash Supreme Lightening Triple Care Color Cool Pearl Light Blonde 192ml,https://www.noon.com/saudi-en/excellence-ash-supreme-lightening-triple-care-color-cool-pearl-light-blonde-192ml/N50242752A/p/?o=f3e62c356c19665d,https://f.nooncdn.com/p/v1662883375/N50242752A_1.jpg?format=jpg&amp;width=240,SAR 65.60,72,8% Off,,,4.1,35,"HighlightsShiny, supple and lively hairGentle on scalp & hairRich long-lasting colourUp to 100% grey coverageOverviewL'Oreal Paris Excellence Ash Supreme provides 100 percent gray coverage, even on stubborn grays. Triple protection Color with anti-brass technology protects during and after coloring for up to eight weeks. New gentle shampoo smooths the hair. Choosing your perfect shade: Hair colour result will vary depending on your natural colour. If you are deciding between 2 shades, we recommend to always choose the lightest. The Colour Result: On grey hair, colour will appear lighter than on non-grey hair Test for allergies 48 hours before use.",SpecificationsColour NameCool Pearl Light BlondeSize192 mlDepartmentUnisexTarget Hair TypeAll Hair TypesModel Number3610340652066Model Name3610340652066,Model Number : 3610340652066,Hair Color,,['Hair & Scalp'],[],Other,Hair loss,3.841759469228055
